	Time	Day_of_week	Age_of_driver	Gender_of_driver	Educational_level	Vehicle_driver_relation	Driving_experience	Owner_of_vehicle	Area_accident_occured	Lanes_or_Medians	Road_allignment	Types_of_Junction	Road_surface_type	Road_surface_conditions	Light_conditions	Weather_conditions	Type_of_collision	Number_of_vehicles_involved	Number_of_casualties	Vehicle_movement	Pedestrian_movement	Cause_of_accident	Accident_severity
11796	15:36:00	Tuesday	31-50	Male	Junior high school	Employee	Below 1yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Going straight	Not a Pedestrian	No priority to vehicle	Slight Injury
11797	15:36:00	Tuesday	Under 18	Male	High school	Employee	Below 1yr	Owner	 Church areas	Double carriageway (median)	Tangent road with flat terrain	No junction	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	1	Reversing	Not a Pedestrian	No priority to vehicle	Slight Injury
11798	20:46:00	Saturday	18-30	Male	High school	Employee	Below 1yr	Owner	 Church areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No priority to vehicle	Slight Injury
11799	20:46:00	Saturday	18-30	Male	High school	Employee	Below 1yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
11800	7:25:00	Wednesday	31-50	Male	High school	Employee	2-5yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
11801	7:25:00	Wednesday	Under 18	Male	Junior high school	Employee	Above 10yr	Owner	Other	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	No distancing	Serious Injury
11802	19:58:00	Sunday	Over 51	Male	Junior high school	Employee	Above 10yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	Y Shape	Earth roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Getting off	Not a Pedestrian	Changing lane to the left	Serious Injury
11803	6:50:00	Wednesday	31-50	Male	Junior high school	Employee	5-10yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	Changing lane to the left	Serious Injury
11804	6:50:00	Wednesday	Under 18	Male	Junior high school	Employee	1-2yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	2	Going straight	Not a Pedestrian	No priority to pedestrian	Slight Injury
11805	12:08:00	Friday	18-30	Female	Junior high school	Employee	Below 1yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	No junction	Other	Dry	Daylight	Normal	Vehicle with vehicle collision	3	2	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
11806	12:08:00	Friday	18-30	Male	Junior high school	Employee	Below 1yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	2	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
11807	12:08:00	Friday	Over 51	Male	High school	Employee	2-5yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	1	1	Reversing	Not a Pedestrian	No distancing	Slight Injury
11808	18:40:00	Tuesday	31-50	Male	Junior high school	Owner	1-2yr	Owner	  Recreational areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Moving Backward	Not a Pedestrian	No priority to vehicle	Slight Injury
11809	18:40:00	Tuesday	Over 51	Female	Junior high school	Employee	5-10yr	Owner	 Church areas	One way	Tangent road with flat terrain	No junction	Asphalt roads	Wet or damp	Daylight	Normal	Vehicle with vehicle collision	2	3	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
11810	11:43:00	Sunday	Under 18	Male	Elementary school	Employee	2-5yr	Owner	School areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Wet or damp	Daylight	Normal	Vehicle with vehicle collision	2	3	Going straight	Not a Pedestrian	No distancing	Slight Injury
11811	11:43:00	Sunday	Over 51	Male	Elementary school	Owner	5-10yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Daylight	Normal	Vehicle with vehicle collision	2	3	Going straight	Not a Pedestrian	No distancing	Slight Injury
11812	12:00:00	Saturday	18-30	Male	Junior high school	Employee	Above 10yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Daylight	Normal	Collision with pedestrians	1	1	Going straight	Not a Pedestrian	Getting off the vehicle improperly	Serious Injury
11813	12:00:00	Saturday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Darkness - no light	Cloudy	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No priority to pedestrian	Slight Injury
11814	8:58:00	Friday	31-50	Male	High school	Employee	5-10yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Darkness - no light	Cloudy	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
11815	8:20:00	Thursday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Other	other	Steep grade downward with mountainous terrain	No junction	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	2	Turnover	Not a Pedestrian	No distancing	Slight Injury
11816	23:10:00	Friday	18-30	Male	Junior high school	Employee	Above 10yr	Owner	Office areas	One way	Steep grade downward with mountainous terrain	No junction	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	2	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
11817	23:10:00	Friday	31-50	Male	Junior high school	Employee	1-2yr	Owner	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	2	Other	Not a Pedestrian	No distancing	Slight Injury
11818	22:30:00	Sunday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	4	Going straight	Not a Pedestrian	Changing lane to the right	Fatal injury
11819	22:30:00	Sunday	18-30	Male	Junior high school	Employee	1-2yr	Organization	Residential areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	4	Going straight	Not a Pedestrian	Overtaking	Fatal injury
11820	22:30:00	Sunday	18-30	Male	Junior high school	Employee	1-2yr	Owner	 Church areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	4	Going straight	Not a Pedestrian	Driving carelessly	Fatal injury
11821	22:30:00	Sunday	Over 51	Male	Elementary school	Employee	5-10yr	Governmental	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Darkness - light	Normal	Collision with pedestrians	2	4	Going straight	Not a Pedestrian	Moving Backward	Fatal injury
11822	22:30:00	Sunday	Over 51	Male	Junior high school	Employee	5-10yr	Owner	Office areas	One way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
11823	17:45:00	Tuesday	31-50	Male	Junior high school	Employee	Above 10yr	Governmental	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Moving Backward	Not a Pedestrian	Overtaking	Slight Injury
11824	17:45:00	Tuesday	31-50	Male	Junior high school	Employee	2-5yr	Owner	Other	One way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Moving Backward	Not a Pedestrian	Driving carelessly	Slight Injury
11825	17:45:00	Tuesday	31-50	Male	Junior high school	Owner	Above 10yr	Owner	 Industrial areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Wet or damp	Daylight	Normal	Vehicle with vehicle collision	2	1	Moving Backward	Not a Pedestrian	Driving carelessly	Slight Injury
11826	14:30:00	Sunday	31-50	Male	Junior high school	Employee	2-5yr	Owner	 Church areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Gravel roads	Wet or damp	Daylight	Normal	Collision with roadside objects	2	1	Other	Not a Pedestrian	Moving Backward	Slight Injury
11827	14:30:00	Sunday	Under 18	Male	Elementary school	Other	5-10yr	Owner	Residential areas	Undivided Two way	Steep grade downward with mountainous terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	Driving carelessly	Fatal injury
11828	6:10:00	Friday	18-30	Male	Elementary school	Employee	5-10yr	Owner	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Going straight	Not a Pedestrian	Driving to the left	Slight Injury
11829	6:10:00	Friday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Turnover	Not a Pedestrian	Changing lane to the left	Slight Injury
11830	22:10:00	Wednesday	31-50	Male	Junior high school	Employee	5-10yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Daylight	Normal	Vehicle with vehicle collision	1	1	Getting off	Not a Pedestrian	No distancing	Slight Injury
11831	22:10:00	Wednesday	31-50	Male	Elementary school	Employee	Above 10yr	Owner	 Outside rural areas	Two-way (divided with broken lines road marking)	Tangent road with mountainous terrain and	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle	No distancing	Slight Injury
11832	19:00:00	Tuesday	Over 51	Female	Junior high school	Employee	Below 1yr	Owner	 Church areas	Two-way (divided with broken lines road marking)	Steep grade downward with mountainous terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
11833	19:00:00	Tuesday	31-50	Male	Junior high school	Employee	5-10yr	Owner	Office areas	other	Tangent road with mountainous terrain and	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Moving Backward	Serious Injury
11834	18:25:00	Wednesday	18-30	Male	Elementary school	Employee	1-2yr	Owner	 Church areas	Two-way (divided with broken lines road marking)	Steep grade downward with mountainous terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Turnover	Not a Pedestrian	Overtaking	Serious Injury
11835	17:11:00	Sunday	31-50	Male	Elementary school	Employee	1-2yr	Owner	Office areas	other	Tangent road with mountainous terrain and	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Reversing	Not a Pedestrian	Changing lane to the left	Slight Injury
11836	17:11:00	Sunday	31-50	Male	Junior high school	Employee	Above 10yr	Governmental	Office areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Moving Backward	Not a Pedestrian	Changing lane to the right	Slight Injury
11837	17:10:00	Thursday	31-50	Male	High school	Owner	2-5yr	Owner	School areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Other	Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle	Overtaking	Fatal injury
11838	17:10:00	Thursday	31-50	Male	Junior high school	Employee	1-2yr	Owner	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Overloading	Fatal injury
11839	17:10:00	Thursday	Over 51	Male	Junior high school	Employee	1-2yr	Owner	Office areas	other	Tangent road with mountainous terrain and	No junction	Asphalt roads	Dry	Daylight	Normal	Rollover	3	1	Going straight	Not a Pedestrian	Other	Serious Injury
11840	17:50:00	Friday	18-30	Male	Above high school	Owner	2-5yr	Owner	Rural village areasOffice areas	other	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	No priority to vehicle	Serious Injury
11841	17:50:00	Friday	Under 18	Male	Above high school	Owner	2-5yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	Changing lane to the right	Serious Injury
11842	8:25:00	Monday	Under 18	Male	Elementary school	Owner	2-5yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	3	1	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
11843	13:00:00	Tuesday	18-30	Male	Junior high school	Employee	1-2yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
11844	13:00:00	Tuesday	Under 18	Male	Junior high school	Owner	5-10yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Crossing	Gravel roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Going straight	Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle	No priority to pedestrian	Slight Injury
11845	23:45:00	Friday	Under 18	Male	Junior high school	Employee	Below 1yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
11846	23:45:00	Friday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Crossing	Gravel roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Going straight	Not a Pedestrian	No priority to vehicle	Slight Injury
11847	23:45:00	Friday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	1	2	Other	Not a Pedestrian	No distancing	Slight Injury
11848	20:50:00	Tuesday	31-50	Male	Junior high school	Employee	Above 10yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	2	Moving Backward	Not a Pedestrian	No distancing	Slight Injury
11849	20:50:00	Tuesday	18-30	Male	Elementary school	Employee	2-5yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
